Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
0; 2020-11-11 08:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
124; 2020-11-11 11:49:11; Level; UVa/Padova S2013 - Blood glucose; 8.53533; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
125; 2020-11-11 11:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.41966; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
126; 2020-11-11 11:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
127; 2020-11-11 11:54:11; Level; UVa/Padova S2013 - Blood glucose; 8.5857; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
128; 2020-11-11 11:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.4668; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
129; 2020-11-11 11:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
130; 2020-11-11 11:59:11; Level; UVa/Padova S2013 - Blood glucose; 8.63726; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
131; 2020-11-11 11:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.51522; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
132; 2020-11-11 12:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
133; 2020-11-11 12:04:11; Level; UVa/Padova S2013 - Blood glucose; 8.68998; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
134; 2020-11-11 12:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.56488; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
135; 2020-11-11 12:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
136; 2020-11-11 12:09:11; Level; UVa/Padova S2013 - Blood glucose; 8.74383; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
137; 2020-11-11 12:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.61574; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
138; 2020-11-11 12:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
139; 2020-11-11 12:14:11; Level; UVa/Padova S2013 - Blood glucose; 8.79876; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
140; 2020-11-11 12:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.66778; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
141; 2020-11-11 12:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
142; 2020-11-11 12:19:11; Level; UVa/Padova S2013 - Blood glucose; 8.85474; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
143; 2020-11-11 12:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.72096; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
144; 2020-11-11 12:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
145; 2020-11-11 12:24:11; Level; UVa/Padova S2013 - Blood glucose; 8.91175; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
146; 2020-11-11 12:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.77524; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
147; 2020-11-11 12:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
148; 2020-11-11 12:29:11; Level; UVa/Padova S2013 - Blood glucose; 8.96974; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
149; 2020-11-11 12:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.83059; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
150; 2020-11-11 12:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
151; 2020-11-11 12:34:11; Level; UVa/Padova S2013 - Blood glucose; 9.02869; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
152; 2020-11-11 12:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.88699; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
153; 2020-11-11 12:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
154; 2020-11-11 12:39:11; Level; UVa/Padova S2013 - Blood glucose; 9.08855; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
155; 2020-11-11 12:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 8.94438; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
156; 2020-11-11 12:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
157; 2020-11-11 12:44:11; Level; UVa/Padova S2013 - Blood glucose; 9.14931; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
158; 2020-11-11 12:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.00275; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
159; 2020-11-11 12:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
160; 2020-11-11 12:49:11; Level; UVa/Padova S2013 - Blood glucose; 9.21092; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
161; 2020-11-11 12:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.06205; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
162; 2020-11-11 12:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
163; 2020-11-11 12:54:11; Level; UVa/Padova S2013 - Blood glucose; 9.27336; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
164; 2020-11-11 12:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.12226; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
165; 2020-11-11 12:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
166; 2020-11-11 12:59:11; Level; UVa/Padova S2013 - Blood glucose; 9.3366; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
167; 2020-11-11 12:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.18335; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
168; 2020-11-11 13:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
169; 2020-11-11 13:04:11; Level; UVa/Padova S2013 - Blood glucose; 9.4006; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
170; 2020-11-11 13:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.24528; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
171; 2020-11-11 13:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
172; 2020-11-11 13:09:11; Level; UVa/Padova S2013 - Blood glucose; 9.46533; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
173; 2020-11-11 13:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.30802; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
174; 2020-11-11 13:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
175; 2020-11-11 13:14:11; Level; UVa/Padova S2013 - Blood glucose; 9.53077; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
176; 2020-11-11 13:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.37154; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
177; 2020-11-11 13:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
178; 2020-11-11 13:19:11; Level; UVa/Padova S2013 - Blood glucose; 9.59689; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
179; 2020-11-11 13:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.43581; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
180; 2020-11-11 13:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
181; 2020-11-11 13:24:11; Level; UVa/Padova S2013 - Blood glucose; 9.66365; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
182; 2020-11-11 13:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.5008; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
183; 2020-11-11 13:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
184; 2020-11-11 13:29:11; Level; UVa/Padova S2013 - Blood glucose; 9.73103; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
185; 2020-11-11 13:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.56649; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
186; 2020-11-11 13:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
187; 2020-11-11 13:34:11; Level; UVa/Padova S2013 - Blood glucose; 9.79901; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
188; 2020-11-11 13:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.63284; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
189; 2020-11-11 13:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
190; 2020-11-11 13:39:11; Level; UVa/Padova S2013 - Blood glucose; 9.86753; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
191; 2020-11-11 13:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.69982; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
192; 2020-11-11 13:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
193; 2020-11-11 13:44:11; Level; UVa/Padova S2013 - Blood glucose; 9.93645; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
194; 2020-11-11 13:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.76738; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
195; 2020-11-11 13:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
196; 2020-11-11 13:49:11; Level; UVa/Padova S2013 - Blood glucose; 10.0058; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
197; 2020-11-11 13:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.83545; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
198; 2020-11-11 13:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
199; 2020-11-11 13:54:11; Level; UVa/Padova S2013 - Blood glucose; 10.0755; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
200; 2020-11-11 13:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.904; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
201; 2020-11-11 13:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
202; 2020-11-11 13:59:11; Level; UVa/Padova S2013 - Blood glucose; 10.1455; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
203; 2020-11-11 13:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 9.97299; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
204; 2020-11-11 14:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
205; 2020-11-11 14:04:11; Level; UVa/Padova S2013 - Blood glucose; 10.2159; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
206; 2020-11-11 14:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.0424; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
207; 2020-11-11 14:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
208; 2020-11-11 14:09:11; Level; UVa/Padova S2013 - Blood glucose; 10.2866; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
209; 2020-11-11 14:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.1122; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
210; 2020-11-11 14:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
211; 2020-11-11 14:14:11; Level; UVa/Padova S2013 - Blood glucose; 10.3577; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
212; 2020-11-11 14:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.1823; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
213; 2020-11-11 14:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
214; 2020-11-11 14:19:11; Level; UVa/Padova S2013 - Blood glucose; 10.429; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
215; 2020-11-11 14:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.2528; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
216; 2020-11-11 14:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
217; 2020-11-11 14:24:11; Level; UVa/Padova S2013 - Blood glucose; 10.5005; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
218; 2020-11-11 14:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.3236; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
219; 2020-11-11 14:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
220; 2020-11-11 14:29:11; Level; UVa/Padova S2013 - Blood glucose; 10.5723; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
221; 2020-11-11 14:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.3947; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
222; 2020-11-11 14:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
223; 2020-11-11 14:34:11; Level; UVa/Padova S2013 - Blood glucose; 10.6443; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
224; 2020-11-11 14:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.466; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
225; 2020-11-11 14:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
226; 2020-11-11 14:39:11; Level; UVa/Padova S2013 - Blood glucose; 10.7165; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
227; 2020-11-11 14:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.5376; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
228; 2020-11-11 14:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
229; 2020-11-11 14:44:11; Level; UVa/Padova S2013 - Blood glucose; 10.7889; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
230; 2020-11-11 14:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.6095; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
231; 2020-11-11 14:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
232; 2020-11-11 14:49:11; Level; UVa/Padova S2013 - Blood glucose; 10.8614; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
233; 2020-11-11 14:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.6815; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
234; 2020-11-11 14:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
235; 2020-11-11 14:54:11; Level; UVa/Padova S2013 - Blood glucose; 10.9341; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
236; 2020-11-11 14:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.7537; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
237; 2020-11-11 14:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
238; 2020-11-11 14:59:11; Level; UVa/Padova S2013 - Blood glucose; 11.0069; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
239; 2020-11-11 14:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.8261; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
240; 2020-11-11 15:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
241; 2020-11-11 15:04:11; Level; UVa/Padova S2013 - Blood glucose; 11.0798; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
242; 2020-11-11 15:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.8986; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
243; 2020-11-11 15:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
244; 2020-11-11 15:09:11; Level; UVa/Padova S2013 - Blood glucose; 11.1528; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
245; 2020-11-11 15:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 10.9713; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
246; 2020-11-11 15:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
247; 2020-11-11 15:14:11; Level; UVa/Padova S2013 - Blood glucose; 11.2258; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
