Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
2339; 2020-11-11 08:33:00; Time_Segment_Start; ; ; 1; 9; {CF42445D-9526-4414-A13D-2F54B9592798}; {00000000-0000-0000-0000-000000000000}
2483; 2020-11-11 12:33:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2484; 2020-11-11 12:38:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2485; 2020-11-11 12:38:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2486; 2020-11-11 12:38:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2487; 2020-11-11 12:43:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2488; 2020-11-11 12:43:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2489; 2020-11-11 12:43:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2490; 2020-11-11 12:48:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2491; 2020-11-11 12:48:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2492; 2020-11-11 12:48:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2493; 2020-11-11 12:53:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2494; 2020-11-11 12:53:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2495; 2020-11-11 12:53:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2496; 2020-11-11 12:58:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2497; 2020-11-11 12:58:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2498; 2020-11-11 12:58:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2499; 2020-11-11 13:03:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2500; 2020-11-11 13:03:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2501; 2020-11-11 13:03:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2502; 2020-11-11 13:08:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2503; 2020-11-11 13:08:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2504; 2020-11-11 13:08:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2505; 2020-11-11 13:13:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2506; 2020-11-11 13:13:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2507; 2020-11-11 13:13:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2508; 2020-11-11 13:18:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2509; 2020-11-11 13:18:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2510; 2020-11-11 13:18:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2511; 2020-11-11 13:23:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2512; 2020-11-11 13:23:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2513; 2020-11-11 13:23:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2514; 2020-11-11 13:28:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2515; 2020-11-11 13:28:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2516; 2020-11-11 13:28:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2517; 2020-11-11 13:33:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2518; 2020-11-11 13:33:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2519; 2020-11-11 13:33:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2520; 2020-11-11 13:38:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2521; 2020-11-11 13:38:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2522; 2020-11-11 13:38:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2523; 2020-11-11 13:43:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2524; 2020-11-11 13:43:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2525; 2020-11-11 13:43:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2526; 2020-11-11 13:48:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2527; 2020-11-11 13:48:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2528; 2020-11-11 13:48:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2529; 2020-11-11 13:53:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2530; 2020-11-11 13:53:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2531; 2020-11-11 13:53:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2532; 2020-11-11 13:58:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2533; 2020-11-11 13:58:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2534; 2020-11-11 13:58:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2535; 2020-11-11 14:03:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2536; 2020-11-11 14:03:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2537; 2020-11-11 14:03:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2538; 2020-11-11 14:08:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2539; 2020-11-11 14:08:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2540; 2020-11-11 14:08:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2541; 2020-11-11 14:13:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2542; 2020-11-11 14:13:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2543; 2020-11-11 14:13:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2544; 2020-11-11 14:18:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2545; 2020-11-11 14:18:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2546; 2020-11-11 14:18:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2547; 2020-11-11 14:23:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2548; 2020-11-11 14:23:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2549; 2020-11-11 14:23:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2550; 2020-11-11 14:28:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2551; 2020-11-11 14:28:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2552; 2020-11-11 14:28:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2553; 2020-11-11 14:33:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2554; 2020-11-11 14:33:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2555; 2020-11-11 14:33:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2556; 2020-11-11 14:38:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2557; 2020-11-11 14:38:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2558; 2020-11-11 14:38:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2559; 2020-11-11 14:43:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2560; 2020-11-11 14:43:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2561; 2020-11-11 14:43:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2562; 2020-11-11 14:48:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2563; 2020-11-11 14:48:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2564; 2020-11-11 14:48:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2565; 2020-11-11 14:53:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2566; 2020-11-11 14:53:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2567; 2020-11-11 14:53:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2568; 2020-11-11 14:58:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2569; 2020-11-11 14:58:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2570; 2020-11-11 14:58:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2571; 2020-11-11 15:03:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2572; 2020-11-11 15:03:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2573; 2020-11-11 15:03:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2574; 2020-11-11 15:08:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2575; 2020-11-11 15:08:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2576; 2020-11-11 15:08:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2577; 2020-11-11 15:13:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2578; 2020-11-11 15:13:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2579; 2020-11-11 15:13:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2580; 2020-11-11 15:18:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2581; 2020-11-11 15:18:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2582; 2020-11-11 15:18:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2583; 2020-11-11 15:23:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2584; 2020-11-11 15:23:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2585; 2020-11-11 15:23:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2586; 2020-11-11 15:28:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2587; 2020-11-11 15:28:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2588; 2020-11-11 15:28:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2589; 2020-11-11 15:33:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2590; 2020-11-11 15:33:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2591; 2020-11-11 15:33:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2592; 2020-11-11 15:38:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2593; 2020-11-11 15:38:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2594; 2020-11-11 15:38:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2595; 2020-11-11 15:43:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2596; 2020-11-11 15:43:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2597; 2020-11-11 15:43:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2598; 2020-11-11 15:48:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2599; 2020-11-11 15:48:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2600; 2020-11-11 15:48:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2601; 2020-11-11 15:53:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2602; 2020-11-11 15:53:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2603; 2020-11-11 15:53:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2604; 2020-11-11 15:58:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2605; 2020-11-11 15:58:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2606; 2020-11-11 15:58:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2607; 2020-11-11 16:03:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2608; 2020-11-11 16:03:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2609; 2020-11-11 16:03:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2610; 2020-11-11 16:08:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2611; 2020-11-11 16:08:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2612; 2020-11-11 16:08:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2613; 2020-11-11 16:13:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2614; 2020-11-11 16:13:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2615; 2020-11-11 16:13:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2616; 2020-11-11 16:18:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2617; 2020-11-11 16:18:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2618; 2020-11-11 16:18:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2619; 2020-11-11 16:23:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2620; 2020-11-11 16:23:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2621; 2020-11-11 16:23:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2622; 2020-11-11 16:28:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2623; 2020-11-11 16:28:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2624; 2020-11-11 16:28:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2625; 2020-11-11 16:33:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2626; 2020-11-11 16:33:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2627; 2020-11-11 16:33:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
